Row 1,Row 2,Row 3
-69.05772,-76.64989,19827
-70.13991,-85.67016,19828
-69.18332,-77.66967,19829
-68.64844,-73.82803,19830
-72.44202,-80.32049,19831
-73.63181,-78.92254,19832
-70.60112,-73.15699,19833
-72.33514,-76.56582,19834
-75.21559,-79.48428,19835
-73.70503,-75.8792,19836
-75.6031,-81.56057,19837
-79.39361,-91.51873,19838
-78.01849,-80.46874,19839
-80.13041,-82.21613,19840
-82.7048,-86.7041,19841
-79.39376,-81.81355,19842
-83.98874,-94.78503,19843
-103.05443,-90.39397,19844
-116.61671,-89.5202,19845
-92.39737,-100.78553,19846
-83.75044,-80.30821,19847
-83.21604,-85.56982,19848
-77.84312,-86.99284,19849
-74.57963,-79.96099,19850
-77.44714,-83.45305,19851
-82.78078,-86.60551,19852
-84.21869,-81.00724,19853
-85.75352,-86.6076,19854
-85.5677,-85.55717,19855
-89.07071,-80.25507,19856
-87.24415,-78.05854,19857
-77.57545,-73.19061,19858
-74.04803,-68.83477,19859
-72.02935,-67.31128,19860
-70.47559,-67.52012,19861
-69.13694,-66.48363,19862
-69.21305,-65.33711,19863
-70.49075,-66.04541,19864
-70.80268,-66.58395,19865
-71.20342,-66.02318,19866
-72.38508,-66.50931,19867
-71.74583,-67.05317,19868
-71.30274,-66.3137,19869
-72.27138,-66.05322,19870
-71.93322,-66.39815,19871
-72.36247,-66.50471,19872
-74.53556,-66.51905,19873
-73.31154,-66.12764,19874
-71.77313,-65.69781,19875
-72.12935,-65.9903,19876
-70.90304,-66.35463,19877
-70.64763,-66.23173,19878
-73.27444,-66.08127,19879
-74.02087,-66.60309,19880
-75.11008,-68.3982,19881
-85.8913,-70.39342,19882
-96.2949,-71.27528,19883
-105.33474,-72.71043,19884
-91.39408,-74.27404,19885
-90.33407,-75.11181,19886
-91.96724,-77.00933,19887
-86.2118,-74.74049,19888
-91.97318,-70.96538,19889
-98.72395,-72.03653,19890
-110.3792,-74.52113,19891
-123.57743,-71.95754,19892
-90.1443,-70.3998,19893
-83.34527,-69.61652,19894
-77.94317,-67.79902,19895
-76.50636,-68.4883,19896
-80.05354,-71.23749,19897
-87.22642,-71.39917,19898
-89.13802,-71.56777,19899
-84.64634,-72.4854,19900
-88.06546,-71.22887,19901
-92.16282,-71.608,19902
-88.87874,-73.95643,19903
-88.96949,-73.72805,19904
-81.94344,-74.22644,19905
-83.67127,-78.30201,19906
-86.21263,-82.60571,19907
-77.67629,-86.3978,19908
-77.04483,-87.8068,19909
-84.53034,-85.2531,19910
-81.99043,-89.10852,19911
-76.72713,-100.80086,19912
-76.07605,-103.91819,19913
-76.11479,-97.26743,19914
-77.05286,-86.88364,19915
-75.63193,-82.28055,19916
-72.3515,-80.62458,19917
-73.14533,-80.28267,19918
-74.48667,-74.64369,19919
-70.77159,-70.51559,19920
-69.21726,-70.94419,19921
-70.15122,-71.22161,19922
-69.6748,-69.3848,19923
-69.40277,-69.79611,19924
-69.8461,-69.6017,19925
-68.59898,-67.26736,19926
-67.73722,-67.69015,19927
-68.19364,-68.97358,19928
-68.29706,-66.78577,19929
-67.82551,-65.50906,19930
-67.00274,-65.66262,19931
-66.4016,-64.57421,19932
-66.2619,-63.77667,19933
-65.17698,-63.74502,19934
-63.99129,-62.55872,19935
-63.78838,-61.20166,19936
-63.02979,-60.85085,19937
-62.02625,-60.61717,19938
-61.99629,-59.93948,19939
-61.69222,-59.47994,19940
-61.32441,-59.66243,19941
-62.14214,-59.9564,19942
-62.29847,-59.8697,19943
-61.57758,-59.98226,19944
-62.52135,-60.38567,19945
-63.84026,-60.64117,19946
-63.46526,-61.34533,19947
-64.1413,-62.16415,19948
-66.0797,-61.88974,19949
-66.18289,-62.09504,19950
-66.13567,-63.53374,19951
-67.47274,-63.85654,19952
-67.45014,-63.39684,19953
-66.35021,-63.85718,19954
-66.45967,-64.03434,19955
-66.95688,-64.05948,19956
-66.93507,-64.67268,19957
-67.09823,-64.18311,19958
-67.04549,-63.47205,19959
-66.79257,-64.40939,19960
-67.78736,-65.39787,19961
-68.76414,-65.28427,19962
-67.914,-65.78551,19963
-68.77392,-66.16405,19964
-71.48623,-65.25622,19965
-69.53348,-65.10846,19966
-67.85476,-66.37859,19967
-70.4274,-66.72339,19968
-70.16411,-65.73876,19969
-67.33421,-66.04589,19970
-69.35026,-67.39425,19971
-72.50405,-67.20638,19972
-70.46432,-66.87033,19973
-72.14069,-67.86599,19974
-78.04,-68.29916,19975
-76.04368,-69.19609,19976
-76.33899,-72.34663,19977
-84.60059,-72.90471,19978
-82.97536,-72.04183,19979
-80.68589,-75.8552,19980
-92.40828,-78.87988,19981
-95.37511,-77.53025,19982
-90.27027,-85.68394,19983
-82.08501,-100.71503,19984
-77.37457,-97.22859,19985
-75.7851,-87.3691,19986
-76.64097,-79.71386,19987
-75.70169,-81.02685,19988
-73.1254,-77.94706,19989
-74.86225,-76.37956,19990
-78.02586,-79.49932,19991
-73.92013,-77.15223,19992
-72.80039,-74.01033,19993
-76.43758,-75.17956,19994
-76.24348,-75.90186,19995
-75.40843,-74.99064,19996
-77.82375,-74.24115,19997
-74.51749,-72.1533,19998
-71.31395,-70.99623,19999
-72.35778,-70.34092,20000
-72.49264,-68.05915,20001
-70.19572,-66.89869,20002
-69.09914,-67.41791,20003
-68.77485,-66.97302,20004
-69.10723,-66.19575,20005
-70.00358,-66.43749,20006
-69.92254,-66.45047,20007
-70.32499,-66.2458,20008
-72.57842,-66.34784,20009
-73.73569,-65.9162,20010
-72.50196,-65.14375,20011
-70.86953,-64.43236,20012
-69.33707,-63.89252,20013
-68.87795,-64.01399,20014
-69.07801,-64.0647,20015
-68.29096,-63.20357,20016
-67.22685,-62.31896,20017
-66.89602,-61.82219,20018
-66.95122,-61.7704,20019
-66.97798,-62.228,20020
-66.92838,-62.17752,20021
-67.45,-61.8347,20022
-68.65838,-62.67749,20023
-69.13322,-63.70907,20024
-69.57946,-63.62912,20025
-71.71584,-64.23623,20026
-73.28765,-65.45347,20027
-73.43744,-65.68507,20028
-75.62765,-66.59503,20029
-77.04451,-68.08002,20030
-74.70917,-67.14788,20031
-73.80683,-66.20475,20032
-74.13003,-66.98206,20033
-73.57303,-66.71946,20034
-72.26149,-65.14266,20035
-70.38729,-64.82336,20036
-69.34414,-65.39929,20037
-68.87801,-64.76332,20038
-67.1202,-63.32624,20039
-65.83088,-62.7414,20040
-65.8843,-62.64884,20041
-64.94494,-62.0081,20042
-63.71745,-61.4415,20043
-64.05815,-61.49774,20044
-64.15967,-61.48489,20045
-63.09007,-61.21673,20046
-62.80991,-61.07621,20047
-63.04332,-61.08051,20048
-62.87924,-61.27743,20049
-63.056,-61.29933,20050
-63.32025,-60.96023,20051
-63.0626,-61.24306,20052
-63.15637,-62.1791,20053
-63.89149,-62.55682,20054
-64.54091,-62.76565,20055
-64.64061,-63.51392,20056
-64.62177,-64.30676,20057
-65.45922,-65.35698,20058
-66.57477,-66.17278,20059
-66.31222,-65.84889,20060
-66.26288,-66.54301,20061
-67.77785,-68.5455,20062
-68.71147,-68.44791,20063
-68.40148,-67.70172,20064
-68.64052,-68.20879,20065
-68.81217,-68.12574,20066
-68.63068,-68.75527,20067
-68.64317,-70.94297,20068
-68.2939,-70.32348,20069
-68.27527,-69.12087,20070
-69.18081,-70.83157,20071
-70.02345,-71.79032,20072
-71.2665,-71.44952,20073
-73.08815,-74.27752,20074
-73.40241,-76.71793,20075
-74.84209,-75.41959,20076
-81.49488,-78.75582,20077
-85.47518,-89.02362,20078
-79.31598,-86.22399,20079
-77.6638,-83.58227,20080
-78.28201,-91.42526,20081
-76.54501,-95.52189,20082
-73.99359,-82.54614,20083
-72.8484,-76.83223,20084
-72.51102,-74.93119,20085
-70.76049,-74.07525,20086
-68.13831,-73.06087,20087
-67.01356,-72.329,20088
-67.57442,-71.70682,20089
-68.22496,-71.41969,20090
-67.60651,-72.31098,20091
-66.57454,-73.22943,20092
-66.83109,-73.21102,20093
-68.08862,-74.11465,20094
-68.00607,-75.6487,20095
-67.71401,-76.31249,20096
-69.09857,-77.3371,20097
-69.04069,-77.05454,20098
-67.36962,-75.13892,20099
-67.72737,-74.69661,20100
-67.73466,-73.3834,20101
-65.61343,-70.78256,20102
-65.41203,-70.29242,20103
-66.59115,-70.21741,20104
-65.44838,-68.43601,20105
-64.46635,-68.27585,20106
-65.27525,-69.82639,20107
-65.38646,-69.2573,20108
-65.14571,-68.70406,20109
-66.23115,-70.51734,20110
-67.39082,-71.68043,20111
-69.08532,-72.99995,20112
-72.4821,-79.72324,20113
-73.29363,-86.34698,20114
-73.91923,-84.28859,20115
-84.95741,-88.33979,20116
-88,-75.76711,20117
-88.31117,-74.4699,20118
-78.82742,-71.9337,20119
-73.97122,-68.38789,20120
-73.34316,-67.48058,20121
-70.6713,-67.92171,20122
-67.94551,-67.01268,20123
-67.14355,-65.06663,20124
-66.06203,-63.79626,20125
-64.94678,-63.64631,20126
-65.04944,-63.61833,20127
-64.97773,-62.92266,20128
-64.25323,-62.5273,20129
-64.0202,-62.84539,20130
-64.0744,-63.16375,20131
-64.328,-63.45209,20132
-64.68316,-63.57381,20133
-64.08439,-63.16879,20134
-63.6284,-63.45238,20135
-64.67561,-64.61674,20136
-65.65971,-64.61944,20137
-65.522,-64.14254,20138
-65.6572,-64.77513,20139
-65.35244,-64.63498,20140
-64.43125,-63.6989,20141
-64.44823,-64.49125,20142
-64.36832,-65.39031,20143
-63.20228,-63.67282,20144
-62.82655,-62.63256,20145
-63.29494,-63.51621,20146
-63.10286,-63.62553,20147
-63.0198,-62.84622,20148
-63.48756,-63.43332,20149
-63.05644,-64.151,20150
-62.41144,-63.40703,20151
-62.67142,-63.22187,20152
-62.70778,-63.89604,20153
-62.43568,-63.74845,20154
-62.84382,-63.65798,20155
-62.72476,-64.56282,20156
-61.85326,-64.80738,20157
-61.99699,-64.05864,20158
-62.30702,-63.60836,20159
-61.42593,-63.38843,20160
-61.232,-63.51646,20161
-62.1467,-64.1106,20162
-62.17629,-64.19077,20163
-61.66547,-64.03629,20164
-61.61245,-64.40347,20165
-61.09935,-64.10453,20166
-60.53,-63.12269,20167
-60.60288,-62.96408,20168
-60.37619,-63.21285,20169
-59.9111,-62.75295,20170
-59.90869,-62.16413,20171
-59.66177,-62.20783,20172
-59.25191,-62.63627,20173
-59.64925,-62.61834,20174
-60.38878,-62.1972,20175
-60.69627,-62.62085,20176
-60.83176,-63.71907,20177
-60.733,-63.58015,20178
-60.63154,-63.13843,20179
-61.13195,-64.36702,20180
-61.50132,-65.71306,20181
-61.1187,-65.26305,20182
-61.08754,-65.3761,20183
-61.88135,-66.57407,20184
-62.6378,-66.40805,20185
-62.71157,-65.7618,20186
-62.57446,-67.02884,20187
-62.9778,-69.16413,20188
-63.65401,-69.10001,20189
-63.6951,-68.34868,20190
-63.83761,-69.71849,20191
-65.02908,-73.0119,20192
-65.99165,-75.69858,20193
-65.98122,-77.05073,20194
-66.54475,-78.46134,20195
-67.38635,-78.69106,20196
-67.59303,-77.80318,20197
-68.65066,-78.09461,20198
-70.1199,-80.05927,20199
-69.25593,-82.94477,20200
-68.28442,-84.94151,20201
-69.27505,-83.58253,20202
-70.27044,-80.95819,20203
-70.10395,-79.20944,20204
-70.85914,-78.66054,20205
-72.88562,-80.25307,20206
-74.16495,-82.5938,20207
-73.76638,-80.6787,20208
-73.5506,-79.66275,20209
-75.0296,-85.4741,20210
-77.13501,-92.53914,20211
-78.45715,-84.21464,20212
-80.86277,-81.5005,20213
-82.42176,-80.81579,20214
-82.8099,-78.50165,20215
-105.90799,-80.432,20216
-81.46391,-91.31128,20217
-88.42071,-103.74488,20218
-94.72656,-104.83513,20219
-75.9319,-85.19048,20220
-71.06764,-80.44722,20221
-71.25914,-77.80898,20222
-70.96033,-75.70298,20223
-68.40399,-74.31363,20224
-66.18163,-71.71709,20225
-65.45547,-69.78479,20226
-65.82086,-70.07834,20227
-65.74671,-70.1404,20228
-64.94294,-69.30084,20229
-64.44316,-70.02424,20230
-64.11577,-70.91473,20231
-63.90736,-70.12375,20232
-64.20288,-70.34466,20233
-64.44487,-71.90295,20234
-64.64032,-72.70774,20235
-65.24228,-72.94963,20236
-64.95032,-72.5872,20237
-63.97499,-71.73959,20238
-64.24872,-71.90742,20239
-64.98944,-72.66971,20240
-64.65069,-74.08005,20241
-64.78669,-78.01993,20242
-65.88592,-81.03994,20243
-65.92153,-78.77946,20244
-65.33648,-79.63909,20245
-65.82547,-86.50562,20246
-66.71015,-96.24426,20247
-67.33508,-112.10426,20248
-68.55174,-92.48901,20249
-69.63641,-86.99481,20250
-69.31141,-80.66641,20251
-69.45449,-77.34806,20252
-71.10285,-77.88694,20253
-71.9036,-77.6061,20254
-70.86929,-75.30373,20255
-70.69674,-75.34588,20256
-72.15349,-76.30091,20257
-72.87702,-75.31554,20258
-71.59188,-75.85759,20259
-71.42208,-77.49696,20260
-73.23611,-75.6079,20261
-73.11001,-74.55392,20262
-71.46604,-75.57626,20263
-72.53812,-74.2638,20264
-75.17134,-72.96284,20265
-76.23134,-73.90578,20266
-77.64214,-74.50602,20267
-77.64119,-75.01324,20268
-76.09993,-75.05912,20269
-77.53337,-72.98562,20270
-76.89802,-74.06205,20271
-73.3606,-79.23777,20272
-73.62791,-78.60841,20273
-73.71758,-81.62838,20274
-70.34433,-84.31565,20275
-69.70389,-83.03616,20276
-70.6054,-86.97391,20277
-68.91703,-74.99907,20278
-68.20404,-73.01131,20279
-69.04438,-76.07489,20280
-67.99569,-72.49196,20281
-67.05141,-70.15279,20282
-67.87279,-72.44045,20283
-68.64845,-72.20658,20284
-69.22869,-70.20704,20285
-69.90163,-71.6107,20286
-69.83062,-72.41797,20287
-70.37802,-69.81573,20288
-71.04019,-68.43666,20289
-69.55694,-68.36841,20290
-67.97771,-67.30717,20291
-67.47854,-65.45512,20292
-67.20817,-64.48155,20293
-67.21008,-64.4682,20294
-67.52536,-64.11871,20295
-67.39653,-63.20174,20296
-66.81229,-62.75722,20297
-66.38615,-62.8329,20298
-66.11022,-62.49535,20299
-65.74263,-61.62294,20300
-65.86758,-61.15564,20301
-66.36781,-61.1195,20302
-65.77145,-60.71829,20303
-65.20361,-60.48648,20304
-66.13136,-60.73936,20305
-66.45221,-60.17278,20306
-65.86976,-59.4823,20307
-66.71885,-59.97329,20308
-66.89545,-60.07615,20309
-65.50843,-59.26564,20310
-65.4429,-59.17393,20311
-65.19201,-58.99389,20312
-63.8837,-58.34003,20313
-63.76086,-58.45868,20314
-63.5202,-58.20783,20315
-62.48799,-57.15433,20316
-62.67678,-57.12694,20317
-62.86167,-57.53011,20318
-62.28014,-57.23775,20319
-62.86502,-57.44676,20320
-63.21828,-57.9766,20321
-62.83206,-57.91847,20322
-64.54088,-58.18582,20323
-66.10564,-58.62702,20324
-64.78725,-58.85061,20325
-65.88206,-59.82255,20326
-69.90242,-60.61048,20327
-70.42419,-60.40696,20328
-69.46876,-61.06334,20329
-70.049,-62.0961,20330
-70.37035,-62.05441,20331
-71.30404,-62.28513,20332
-71.27383,-62.6209,20333
-69.3705,-62.42978,20334
-69.83985,-63.19299,20335
-73.33391,-64.42577,20336
-76.10152,-64.52314,20337
-77.05436,-64.96147,20338
-80.68428,-66.86907,20339
-92.19643,-69.04624,20340
-93.01149,-69.65142,20341
-83.17065,-69.37598,20342
-85.85451,-70.33004,20343
-91.77588,-71.15717,20344
-84.01932,-70.25971,20345
-87.51507,-71.01946,20346
-117.45263,-73.45913,20347
-86.09299,-73.53213,20348
-84.40832,-73.63669,20349
-93.46783,-74.45307,20350
-85.48174,-72.77926,20351
-81.1826,-72.16568,20352
-80.15661,-74.44136,20353
-77.90203,-76.74427,20354
-80.21632,-76.19499,20355
-84.56329,-74.5905,20356
-80.25899,-76.63767,20357
-79.49333,-85.87885,20358
-82.01173,-84.603,20359
-81.13366,-79.7903,20360
-84.09436,-90.42662,20361
-106.01747,-97.79309,20362
-111.3109,-101.42219,20363
-99.72438,-81.85085,20364
-93.6116,-73.639,20365
-79.27406,-71.83812,20366
-74.37333,-70.03513,20367
-73.03014,-67.44763,20368
-71.37664,-65.38517,20369
-69.67751,-64.2393,20370
-68.91398,-63.7242,20371
-67.21262,-62.66415,20372
-65.63027,-61.43895,20373
-65.20888,-60.95749,20374
-64.20511,-60.55047,20375
-63.36901,-60.01921,20376
-63.76077,-59.62494,20377
-63.23507,-58.96858,20378
-62.10565,-58.6158,20379
-62.30531,-58.76581,20380
-62.69471,-58.43207,20381
-62.44754,-58.19191,20382
-62.18678,-58.5027,20383
-61.63449,-58.14134,20384
-61.53724,-57.67777,20385
-61.93654,-57.98918,20386
-61.49664,-57.9264,20387
-61.45283,-57.51863,20388
-62.06273,-57.58362,20389
-61.0524,-57.50964,20390
-60.1351,-57.35656,20391
-60.83057,-57.37171,20392
-60.70582,-56.93458,20393
-59.58629,-56.65547,20394
-59.69345,-56.99484,20395
-60.39394,-57.11105,20396
-60.35105,-57.18824,20397
-60.09741,-57.57588,20398
-60.41334,-57.52175,20399
-61.48039,-57.58918,20400
-62.33329,-58.6855,20401
-62.21302,-59.76268,20402
-62.65302,-59.7714,20403
-64.22664,-59.73793,20404
-65.28482,-60.51871,20405
-65.26448,-61.54559,20406
-65.2371,-61.74239,20407
-65.68782,-61.62351,20408
-66.26446,-62.13224,20409
-66.39286,-62.93866,20410
-66.97075,-63.88699,20411
-68.31284,-64.84946,20412
-68.62905,-64.98924,20413
-68.73948,-65.34887,20414
-70.2635,-66.75974,20415
-71.21333,-67.41721,20416
-70.82877,-67.2785,20417
-71.32422,-67.96095,20418
-73.23116,-69.08125,20419
-74.31232,-69.91829,20420
-71.41989,-69.89207,20421
-69.23332,-69.60325,20422
-70.28316,-69.78358,20423
-69.96871,-68.52858,20424
-67.63613,-67.36584,20425
-68.12406,-68.37385,20426
-69.07749,-68.06993,20427
-67.49112,-66.69195,20428
-67.1835,-68.32919,20429
-67.67875,-69.46913,20430
-67.35554,-67.56696,20431
-67.64821,-68.32659,20432
-66.84295,-69.89165,20433
-66.19242,-69.01324,20434
-69.08523,-70.53367,20435
-70.66275,-72.92083,20436
-67.97048,-72.31647,20437
-68.78889,-74.89456,20438
-71.23274,-78.77095,20439
-71.22767,-78.41434,20440
-74.22022,-85.63671,20441
-77.24879,-101.07728,20442
-74.14296,-94.30737,20443
-74.5562,-85.73993,20444
-75.69561,-85.31371,20445
-75.09659,-101.20837,20446
-78.09534,-84.78926,20447
-76.53539,-81.29315,20448
-73.04432,-88.25998,20449
-75.87523,-80.27582,20450
-77.43145,-80.46151,20451
-74.96067,-94.06327,20452
-78.37649,-79.41338,20453
-79.39717,-74.49334,20454
-77.08384,-76.52685,20455
-90.93807,-74.83693,20456
-87.38721,-72.65533,20457
-125.40178,-71.81484,20458
-86.70694,-69.09081,20459
-81.13148,-68.35151,20460
-87.26529,-70.04486,20461
-82.97966,-69.7454,20462
-78.25935,-68.44733,20463
-79.53509,-67.93615,20464
-79.51446,-67.10641,20465
-76.90512,-66.69263,20466
-74.33388,-66.52483,20467
-72.40256,-65.69496,20468
-71.63397,-64.86917,20469
-70.33532,-64.08373,20470
-68.90977,-63.52975,20471
-68.66496,-63.58101,20472
-68.21372,-63.3423,20473
-67.56914,-62.89147,20474
-67.94288,-63.05848,20475
-68.71141,-63.37988,20476
-69.93789,-63.77303,20477
-71.0553,-64.36552,20478
-70.33434,-64.70995,20479
-70.8418,-65.51123,20480
-73.08043,-66.21657,20481
-72.87649,-65.93691,20482
-74.71078,-67.86388,20483
-83.38803,-72.10681,20484
-81.00641,-70.40492,20485
-76.39175,-68.60381,20486
-80.0873,-71.81884,20487
-82.14385,-73.4538,20488
-80.94211,-71.64058,20489
-84.9657,-73.77412,20490
-80.82086,-75.94757,20491
-78.04063,-73.81946,20492
-86.24151,-73.22496,20493
-91.27361,-73.34963,20494
-81.18695,-73.63969,20495
-81.65499,-75.68745,20496
-84.47373,-77.10617,20497
-82.95163,-77.85215,20498
-83.52425,-79.32314,20499
-85.69585,-78.44506,20500
-88.61494,-79.02728,20501
-86.82141,-82.31573,20502
-81.40414,-80.75389,20503
-83.22935,-80.21185,20504
-87.87972,-83.44392,20505
-79.29007,-80.63492,20506
-76.39638,-77.91099,20507
-79.48795,-78.54541,20508
-78.11426,-77.35022,20509
-74.29202,-76.39719,20510
-73.72954,-76.97479,20511
-73.0951,-74.89606,20512
-71.03822,-72.97546,20513
-69.57803,-73.28087,20514
-69.48347,-73.529,20515
-70.51996,-73.21743,20516
-70.02907,-72.68799,20517
-68.0918,-72.14815,20518
-68.43918,-73.64179,20519
-70.36332,-75.93088,20520
-69.82617,-75.20357,20521
-69.04489,-74.97909,20522
-69.99931,-75.46749,20523
-70.25475,-74.25537,20524
-69.61709,-75.42337,20525
-69.23835,-79.76312,20526
-69.18694,-81.08957,20527
-70.51049,-83.64342,20528
-71.63541,-89.33731,20529
-70.42734,-83.33339,20530
-70.50997,-82.27585,20531
-71.75964,-86.00971,20532
-70.8138,-80.65338,20533
-70.70862,-78.86021,20534
-71.8277,-83.81832,20535
-69.99023,-83.96113,20536
-68.60274,-83.27588,20537
-69.76448,-91.60281,20538
-70.04586,-87.82903,20539
-69.15459,-81.28512,20540
-69.40173,-81.51152,20541
-69.61674,-81.49929,20542
-69.45224,-80.86687,20543
-69.53315,-81.52665,20544
-69.64168,-81.68619,20545
-70.8899,-86.32495,20546
-72.40651,-93.67107,20547
-71.8277,-85.38476,20548
-72.44965,-89.2411,20549
-74.3973,-94.56869,20550
-72.5206,-86.61151,20551
-70.86181,-78.38801,20552
-71.49455,-81.05235,20553
-70.74116,-80.95606,20554
-69.73704,-76.70713,20555
-70.28344,-75.02908,20556
-69.59737,-73.26858,20557
-68.41586,-72.82019,20558
-68.86515,-75.01726,20559
-69.15156,-74.61549,20560
-68.68526,-71.88503,20561
-68.79185,-71.37147,20562
-68.79096,-72.11175,20563
-69.28108,-73.57573,20564
-71.25628,-76.31717,20565
-72.0676,-76.31675,20566
-71.2383,-74.11379,20567
-71.83593,-74.44684,20568
-73.3969,-77.92092,20569
-74.63394,-86.14978,20570
-75.84069,-98.50001,20571
-77.01368,-87.45043,20572
-80.59595,-88.3973,20573
-86.46147,-93.41335,20574
-82.9616,-95.07572,20575
-82.19611,-123.01128,20576
-90.62431,-87.63608,20577
-85.59912,-95.70903,20578
-79.78972,-82.91904,20579
-82.71062,-80.00654,20580
-84.19661,-79.00239,20581
-82.03759,-77.8885,20582
-87.16033,-79.5983,20583
-88.60179,-78.73779,20584
-83.76655,-77.17003,20585
-88.68275,-80.30611,20586
-96.05776,-81.60836,20587
-113.63554,-79.54791,20588
-84.03034,-81.67418,20589
-84.0085,-80.06724,20590
-108.65574,-76.48352,20591
-93.39489,-77.31838,20592
-88.18962,-76.40231,20593
-93.41653,-74.03775,20594
-85.26732,-75.40528,20595
-86.62566,-75.64719,20596
-114.49701,-74.40033,20597
-84.51834,-77.69495,20598
-80.24844,-77.47702,20599
-86.5071,-72.79751,20600
-83.20233,-74.15635,20601
-79.5329,-77.56093,20602
-81.64186,-74.9069,20603
-77.7263,-76.50345,20604
-74.56391,-88.09387,20605
-75.15109,-90.39428,20606
-72.71953,-83.95933,20607
-70.00801,-86.44831,20608
-70.00257,-93.79939,20609
-69.43796,-77.23521,20610
-68.21196,-74.56022,20611
-67.97026,-76.87728,20612
-67.06846,-76.77815,20613
-66.07233,-75.87305,20614
-66.25775,-77.24752,20615
-66.54349,-75.60462,20616
-67.17853,-74.99339,20617
-68.63339,-79.99085,20618
-68.70634,-82.54729,20619
-68.4977,-81.07943,20620
-70.39399,-99.93696,20621
-72.43527,-81.81865,20622
-73.78446,-78.12127,20623
-77.25435,-75.65621,20624
-79.49079,-75.66704,20625
-78.58397,-76.39653,20626
-80.24724,-73.59075,20627
-81.4739,-71.88541,20628
-81.25727,-72.88522,20629
-85.55694,-73.39293,20630
-90.75109,-72.28377,20631
-98.44287,-70.99381,20632
-86.7077,-70.10691,20633
-84.31919,-70.45278,20634
-92.08643,-71.02725,20635
-83.79782,-70.38751,20636
-78.07772,-70.23612,20637
-81.37611,-70.22097,20638
-89.23179,-68.7127,20639
-83.5102,-68.31384,20640
-77.89969,-70.13625,20641
-76.88596,-71.12648,20642
-80.6749,-70.97561,20643
-87.04443,-72.0915,20644
-83.36882,-72.33232,20645
-82.52456,-71.82541,20646
-93.84202,-73.66533,20647
-94.71222,-75.12631,20648
-87.76194,-73.57242,20649
-97.23081,-73.92221,20650
-89.16914,-76.77736,20651
-90.10847,-79.16481,20652
-88.17748,-82.06906,20653
-107.96401,-84.85802,20654
-93.29246,-82.45026,20655
-83.3888,-80.35424,20656
-85.07347,-80.60069,20657
-93.71948,-82.35897,20658
-98.16464,-85.09265,20659
-86.86972,-84.62121,20660
-80.96958,-82.59885,20661
-79.7482,-83.78388,20662
-80.11882,-87.35884,20663
-80.00219,-94.41722,20664
-80.07978,-101.06174,20665
-81.61308,-93.71749,20666
-85.57591,-90.4957,20667
-85.69194,-86.67057,20668
-80.32006,-86.62938,20669
-79.72608,-82.63844,20670
-83.35146,-76.60626,20671
-80.7853,-75.57168,20672
-77.21607,-78.73164,20673
-78.00362,-78.96355,20674
-77.74547,-75.75615,20675
-75.16442,-75.34515,20676
-76.142,-76.99859,20677
-80.28238,-75.97144,20678
-79.0041,-72.88298,20679
-76.07516,-71.526,20680
-78.33738,-71.42218,20681
-85.04957,-70.33109,20682
-84.2366,-68.95978,20683
-81.27261,-68.70502,20684
-83.31952,-68.6972,20685
-83.61529,-68.12942,20686
-81.26954,-67.80368,20687
-83.62052,-67.97072,20688
-88.41008,-67.61843,20689
-88.11338,-66.37648,20690
-92.15618,-65.61524,20691
-106.70153,-65.86181,20692
-90.704,-65.39687,20693
-83.35371,-63.93099,20694
-79.61953,-63.35022,20695
-76.48762,-63.18561,20696
-72.1543,-62.12549,20697
-69.41897,-61.38807,20698
-68.46263,-61.35998,20699
-67.68707,-60.64466,20700
-67.01241,-59.71656,20701
-66.27964,-59.56731,20702
-64.85037,-59.41603,20703
-64.12799,-59.07653,20704
-64.68997,-59.34437,20705
-64.70333,-59.57167,20706
-63.90798,-58.92513,20707
-63.64928,-58.28513,20708
-63.28597,-58.1844,20709
-62.67368,-58.26099,20710
-62.93456,-58.30641,20711
-63.36131,-58.31311,20712
-62.77175,-58.36346,20713
-62.28383,-58.56237,20714
-62.64223,-58.83506,20715
-63.29003,-59.28801,20716
-63.80011,-59.82707,20717
-63.96467,-59.80162,20718
-63.96543,-59.59595,20719
-64.25305,-60.06938,20720
-64.48083,-60.6144,20721
-64.51066,-60.68387,20722
-64.65037,-60.98384,20723
-64.33948,-61.29407,20724
-63.90009,-61.2782,20725
-64.28059,-61.80287,20726
-64.70027,-62.65066,20727
-64.79154,-62.96379,20728
-65.4495,-63.44831,20729
-65.68881,-64.47314,20730
-65.52058,-65.82873,20731
-66.91157,-67.69995,20732
-68.09258,-68.36041,20733
-67.2999,-67.87613,20734
-68.47035,-69.7686,20735
-71.34176,-73.25463,20736
-70.52206,-74.33729,20737
-69.69025,-78.23909,20738
-71.41869,-93.42146,20739
-72.31077,-108.82712,20740
-73.43412,-82.83971,20741
-77.47569,-74.5266,20742
-79.60921,-73.61916,20743
-79.82968,-72.00741,20744
-84.47604,-68.00838,20745
-100.22095,-66.25568,20746
-84.87095,-65.66593,20747
-77.61101,-64.18215,20748
-74.79925,-62.74686,20749
-72.02559,-61.96076,20750
-70.67457,-61.5337,20751
-71.95828,-61.28221,20752
-71.72428,-60.89076,20753
-69.29765,-60.52792,20754
-69.04679,-60.41418,20755
-70.30522,-60.15248,20756
-69.91868,-59.84945,20757
-68.612,-59.73879,20758
-68.26143,-59.44524,20759
-68.63314,-59.17294,20760
