Row 1,Row 2,Row 3
-87.81248,-62.12851,236
-81.29873,-62.54559,237
-88.84183,-61.54512,238
-100.22612,-61.29271,239
-101.95932,-61.88568,240
-86.44709,-61.15418,241
-121.16216,-60.94759,242
-83.71712,-61.8519,243
-101.90422,-61.52993,244
-95.36433,-61.31931,245
-76.15824,-62.58074,246
-76.38005,-63.60874,247
-75.58172,-64.30829,248
-70.64192,-65.03647,249
-70.0741,-65.3664,250
-70.66457,-66.9092,251
-69.60214,-67.59593,252
-69.67238,-65.75861,253
-69.65468,-66.63388,254
-69.74132,-69.29065,255
-71.12959,-67.54778,256
-70.12864,-66.8076,257
-69.63301,-68.97242,258
-72.77711,-68.20437,259
-72.12194,-66.40966,260
-69.35295,-67.06507,261
-70.79457,-68.67719,262
-71.36273,-70.14188,263
-69.05664,-70.41577,264
-69.08334,-70.60097,265
-69.63356,-74.38551,266
-68.97339,-77.00659,267
-68.49707,-74.12254,268
-67.72944,-77.05885,269
-68.30195,-82.11326,270
-70.33143,-75.86047,271
-69.36561,-75.95478,272
-68.69129,-84.43427,273
-72.34679,-84.93632,274
-76.24345,-83.20748,275
-75.61675,-90.15862,276
-75.27566,-95.95013,277
-74.30319,-79.9876,278
-73.29953,-75.43259,279
-71.59546,-73.19389,280
-68.99511,-69.6695,281
-69.37106,-67.83128,282
-71.45277,-67.39051,283
-69.59851,-66.0816,284
-68.5101,-65.18852,285
-70.99172,-64.89378,286
-72.69248,-64.24636,287
-72.26148,-64.44486,288
-72.75735,-64.64096,289
-73.37599,-63.26599,290
-73.92399,-62.58741,291
-73.24995,-62.8819,292
-72.39932,-62.29005,293
-73.87696,-61.35812,294
-72.28139,-60.70775,295
-68.29979,-60.20508,296
-67.90119,-60.23413,297
-68.62271,-60.07703,298
-66.90146,-59.3447,299
-66.06136,-58.98909,300
-66.63068,-58.68875,301
-66.91824,-58.22328,302
-67.46207,-58.34211,303
-67.36235,-58.57946,304
-66.7289,-58.64329,305
-67.81119,-59.08427,306
-68.73094,-59.07821,307
-67.98365,-58.71152,308
-68.4071,-59.17643,309
-68.81806,-59.41505,310
-67.7759,-58.93159,311
-66.78277,-59.13285,312
-65.32624,-59.3587,313
-64.71786,-58.86827,314
-65.73194,-58.69622,315
-65.12165,-58.64373,316
-63.81157,-58.37341,317
-64.44588,-58.20691,318
-64.03692,-57.77319,319
-62.18523,-57.57709,320
-62.16438,-57.98667,321
-62.92712,-57.78618,322
-62.65187,-57.41105,323
-62.43166,-57.82355,324
-62.28256,-57.78338,325
-62.12816,-57.45204,326
-62.32846,-58.11247,327
-62.11763,-58.61299,328
-62.14594,-58.3982,329
-62.57116,-58.5899,330
-61.60155,-58.52676,331
-60.67833,-58.11471,332
-60.87454,-58.28714,333
-60.25039,-58.32855,334
-59.56216,-58.07539,335
-60.28916,-58.32532,336
-60.48819,-58.62709,337
-59.72456,-58.87295,338
-59.88916,-59.3473,339
-60.29361,-59.53737,340
-60.11561,-60.01344,341
-60.08615,-60.88,342
-60.14496,-60.69286,343
-60.36565,-60.67345,344
-60.66095,-61.86673,345
-60.41046,-61.96869,346
-60.59971,-61.27881,347
-61.38441,-62.03905,348
-61.14274,-63.20849,349
-60.84483,-63.60336,350
-61.44619,-63.96626,351
-61.39476,-64.05976,352
-61.15335,-64.24319,353
-62.00534,-64.98587,354
-62.79265,-65.46794,355
-63.18855,-66.24755,356
-64.19116,-67.73633,357
-65.37782,-68.97768,358
-66.84568,-71.26199,359
-68.50037,-74.04038,360
-68.84061,-73.72634,361
-69.94647,-76.41854,362
-74.10567,-95.4114,363
-79.16414,-95.39126,364
-83.43738,-92.10755,365
-89.40964,-78.60765,366
-95.3639,-75.75448,367
-91.22094,-77.46009,368
-83.18974,-77.61453,369
-83.17212,-76.72103,370
-77.82686,-76.42766,371
-73.13134,-75.75045,372
-72.69474,-74.23966,373
-71.84,-72.22524,374
-69.12592,-71.4036,375
-67.65136,-70.93932,376
-66.63394,-68.49125,377
-65.425,-66.32394,378
-64.99155,-65.78963,379
-64.69053,-65.32811,380
-64.04483,-64.68887,381
-64.07441,-64.84094,382
-64.56051,-65.12111,383
-64.47602,-65.01412,384
-64.2438,-64.95944,385
-64.49039,-64.68675,386
-64.8696,-64.41394,387
-64.73436,-64.44796,388
-64.25818,-63.8819,389
-64.4539,-62.97499,390
-65.12719,-62.88322,391
-64.51001,-63.13764,392
-63.13739,-62.76842,393
-62.78903,-62.04698,394
-62.85036,-61.29199,395
-62.1811,-60.6076,396
-61.73203,-60.18334,397
-61.82484,-59.72995,398
-61.16992,-59.11354,399
-60.16508,-58.74831,400
-60.13002,-58.49042,401
-60.50976,-57.99169,402
-60.21769,-57.68031,403
-59.80696,-57.66588,404
-59.82474,-57.46826,405
-59.9561,-57.35188,406
-60.13331,-57.60998,407
-60.36444,-57.60381,408
-60.33694,-57.32032,409
-60.19758,-57.46294,410
-60.51704,-57.82017,411
-61.30191,-57.95784,412
-61.72492,-58.10819,413
-61.56724,-58.25599,414
-61.81964,-58.27256,415
-62.51839,-58.41192,416
-62.67479,-58.72143,417
-62.77901,-59.01795,418
-63.57715,-59.16328,419
-64.13583,-59.32526,420
-63.96336,-59.96845,421
-63.76724,-60.64801,422
-63.83577,-60.5263,423
-64.35044,-60.55169,424
-64.93957,-61.31553,425
-65.21755,-61.67383,426
-66.11375,-61.68002,427
-67.25586,-62.41314,428
-67.53999,-63.62758,429
-68.9353,-64.59002,430
-71.27517,-64.65146,431
-70.69054,-64.34367,432
-70.32223,-65.40551,433
-72.24661,-66.63987,434
-72.20566,-65.58379,435
-70.49122,-65.10231,436
-69.31995,-65.91569,437
-68.10081,-65.269,438
-67.72532,-64.45444,439
-67.20967,-64.86413,440
-65.93558,-64.84989,441
-66.57159,-64.5844,442
-68.13892,-64.64778,443
-67.02954,-64.43817,444
-66.41206,-64.86514,445
-67.33973,-65.49203,446
-67.03817,-65.15492,447
-66.84152,-65.82472,448
-67.03435,-67.07672,449
-65.87187,-66.6365,450
-65.70575,-67.44623,451
-66.57973,-69.88078,452
-66.03003,-69.29055,453
-65.76642,-68.51916,454
-65.92815,-69.99144,455
-64.77765,-70.61685,456
-64.07852,-69.82796,457
-63.80085,-68.5589,458
-63.05059,-67.768,459
-63.20085,-68.79513,460
-63.2409,-68.71463,461
-62.03529,-67.21263,462
-61.75353,-68.16899,463
-62.11262,-69.14031,464
-61.98965,-68.28375,465
-62.70668,-70.72097,466
-63.30955,-75.21347,467
-62.49907,-75.23312,468
-62.40437,-77.96112,469
-62.59853,-80.4067,470
-62.35315,-77.62867,471
-63.34465,-84.80926,472
-64.20393,-108.54266,473
-63.70632,-87.72083,474
-64.16184,-93.37675,475
-64.06246,-91.64129,476
-63.17143,-83.6969,477
-64.41655,-93.46159,478
-65.01095,-83.82753,479
-63.16127,-79.78215,480
-63.43068,-77.92681,481
-64.75938,-85.01526,482
-64.31709,-80.16466,483
-64.69956,-83.13967,484
-65.22108,-95.06824,485
-64.48646,-86.40281,486
-65.22293,-106.15022,487
-66.04282,-106.9361,488
-65.42211,-80.82079,489
-66.28805,-92.20901,490
-66.85753,-86.53218,491
-65.84372,-107.53685,492
-66.6186,-87.66784,493
-67.37879,-82.11534,494
-66.61506,-104.46396,495
-66.87788,-97.31656,496
-66.01411,-91.1357,497
-64.62064,-78.40713,498
-65.26755,-79.0176,499
-64.728,-77.80533,500
-62.77147,-71.51174,501
-62.42981,-69.64152,502
-61.94604,-68.97844,503
-61.03078,-68.08755,504
-61.51995,-68.67932,505
-61.68724,-67.93028,506
-61.04858,-66.87598,507
-61.72867,-68.8528,508
-62.49793,-70.06084,509
-62.2389,-68.41728,510
-62.31567,-68.63076,511
-62.23544,-69.61146,512
-62.57963,-70.45499,513
-64.15611,-72.22178,514
-64.31272,-71.35588,515
-63.52198,-69.97132,516
-63.87121,-70.42493,517
-63.41872,-69.58862,518
-62.7572,-69.18497,519
-63.43953,-69.78412,520
-63.63063,-68.00547,521
-63.55102,-67.49607,522
-63.9742,-68.80646,523
-63.0533,-67.14807,524
-62.73854,-66.66027,525
-64.62722,-69.89079,526
-65.75301,-69.9761,527
-66.04162,-68.159,528
-67.79149,-69.65709,529
-68.39568,-70.50045,530
-68.59973,-70.56025,531
-70.61424,-72.94047,532
-70.98694,-72.81536,533
-71.05392,-71.44012,534
-72.83956,-71.81425,535
-72.47578,-70.81957,536
-72.84455,-70.61313,537
-75.03693,-71.72982,538
-73.86202,-70.63325,539
-75.80058,-70.90687,540
-91.31427,-73.11819,541
-114.89652,-71.8211,542
-95.18671,-71.10315,543
-101.68566,-72.61506,544
-133.83456,-72.42008,545
-85.85976,-73.32713,546
-75.96964,-75.53431,547
-74.55496,-74.4763,548
-73.26475,-75.9166,549
-71.21477,-80.20132,550
-70.97895,-79.18153,551
-69.50552,-82.67013,552
-67.38849,-95.80116,553
-66.94298,-84.80455,554
-66.95226,-82.78559,555
-67.04756,-86.04093,556
-67.1386,-83.949,557
-66.18996,-91.61262,558
-65.61784,-112.79532,559
-65.20964,-89.77552,560
-63.79861,-91.06298,561
-63.23339,-77.03879,562
-63.30775,-74.87213,563
-62.53725,-73.11497,564
-62.42371,-71.76545,565
-62.46967,-70.93179,566
-61.03165,-68.80782,567
-60.34561,-67.89078,568
-60.68751,-67.74959,569
-60.3756,-66.38126,570
-60.57595,-66.22424,571
-61.24394,-67.06431,572
-60.55436,-66.25275,573
-60.47128,-66.27526,574
-61.44271,-67.38538,575
-60.77447,-65.98641,576
-59.88413,-64.37321,577
-60.23765,-64.15047,578
-60.19264,-63.90287,579
-59.8586,-63.74812,580
-59.80123,-63.23517,581
-59.23452,-62.07742,582
-59.1116,-61.99428,583
-59.76859,-62.34098,584
-59.77421,-61.80041,585
-59.68915,-61.91762,586
-60.27029,-62.28231,587
-60.51751,-61.59024,588
-60.7348,-61.75045,589
-61.44759,-62.65241,590
-61.69785,-62.22258,591
-61.54293,-61.7625,592
-61.63699,-61.83818,593
-62.21494,-61.49989,594
-63.17069,-61.41136,595
-62.9628,-61.08731,596
-62.16317,-60.10969,597
-62.85321,-59.98044,598
-63.29871,-60.08571,599
-62.15532,-59.37751,600
-62.15138,-59.27213,601
-62.7286,-59.41762,602
-61.84292,-58.54927,603
-61.45408,-58.01031,604
-62.09066,-58.0684,605
-62.15854,-57.7103,606
-61.98148,-57.45199,607
-61.69979,-57.45176,608
-61.29805,-57.25829,609
-62.00314,-57.39374,610
-62.90291,-57.63519,611
-62.63662,-57.51413,612
-63.26067,-57.83141,613
-64.93946,-58.27667,614
-65.36598,-58.03023,615
-65.52463,-58.01295,616
-65.99992,-58.22684,617
-65.73314,-57.94622,618
-66.01567,-57.87451,619
-66.69124,-57.93633,620
-66.91498,-57.71434,621
-68.66535,-58.25365,622
-70.98642,-59.35642,623
-70.90176,-59.6749,624
-73.17791,-60.11386,625
-80.84791,-60.97027,626
-85.09597,-60.95332,627
-96.74208,-61.25306,628
-83.96771,-62.42245,629
-92.17846,-62.45691,630
-90.93805,-62.31757,631
-86.14043,-63.39609,632
-78.60017,-63.40645,633
-81.48804,-62.40766,634
-90.42476,-62.58741,635
-111.71755,-62.67865,636
-100.31414,-61.86866,637
-97.29329,-62.04554,638
-90.91363,-63.14834,639
-92.49292,-63.76472,640
-77.67348,-64.39573,641
-76.08038,-65.19997,642
-77.22461,-65.33652,643
-74.47755,-66.00241,644
-72.46085,-67.92583,645
-73.37222,-69.16394,646
-74.2147,-69.07608,647
-73.59488,-69.2415,648
-73.53299,-69.76003,649
-74.86427,-70.34755,650
-77.02829,-70.78496,651
-76.57123,-71.1844,652
-73.80414,-73.24804,653
-72.39361,-78.37235,654
-70.54533,-86.8779,655
-67.79008,-95.97512,656
-67.1283,-81.05878,657
-67.62802,-75.15769,658
-65.73608,-70.50591,659
-63.81222,-67.44645,660
-64.05625,-66.37517,661
-64.33789,-65.81384,662
-63.2204,-64.63072,663
-62.80621,-63.7535,664
-63.68568,-63.58422,665
-64.21615,-63.12304,666
-63.47918,-62.04067,667
-62.92305,-61.33076,668
-63.48766,-61.21592,669
-63.86462,-60.77554,670
-63.24916,-59.96488,671
-63.19182,-59.44242,672
-63.36484,-58.8901,673
-62.54384,-58.26946,674
-62.30177,-58.19056,675
-63.06138,-58.21695,676
-62.87763,-57.82489,677
-62.20791,-57.5648,678
-62.46943,-57.39143,679
-63.17104,-57.19955,680
-63.92687,-57.55847,681
-64.38768,-57.83526,682
-64.34861,-57.3943,683
-65.14758,-57.32401,684
-65.864,-57.33374,685
-64.77277,-56.56805,686
-65.0412,-56.3856,687
-67.1678,-56.98175,688
-66.13517,-56.75114,689
-64.07125,-56.32686,690
-64.49638,-56.71514,691
-65.11954,-56.88299,692
-64.6329,-56.6558,693
-64.72625,-56.62457,694
-64.64762,-56.33006,695
-64.39545,-56.11526,696
-65.23907,-56.43184,697
-65.79775,-56.52976,698
-65.45807,-56.5677,699
-65.98732,-57.07493,700
-67.0448,-57.22087,701
-67.8964,-57.13507,702
-68.90598,-57.67581,703
-68.71138,-58.02897,704
-67.66241,-57.8455,705
-67.90168,-58.11124,706
-69.07297,-58.55252,707
-69.59339,-58.56351,708
-68.8169,-58.49108,709
-67.64868,-58.33786,710
-67.60397,-58.14735,711
-67.69447,-58.20273,712
-66.00723,-58.18496,713
-64.47026,-57.94512,714
-64.19698,-57.79831,715
-64.04783,-57.84822,716
-63.80119,-58.04028,717
-63.75514,-58.08274,718
-63.67913,-58.08595,719
-64.07207,-58.70921,720
-64.62163,-59.33432,721
-64.17417,-59.05127,722
-63.61333,-59.13385,723
-63.37631,-59.8526,724
-62.74509,-59.70223,725
-62.31111,-59.44052,726
-62.20217,-60.07925,727
-61.79897,-60.27019,728
-61.696,-59.86951,729
-61.83176,-60.16619,730
-61.41048,-60.86273,731
-61.02029,-61.24074,732
-60.60478,-61.12905,733
-59.77613,-60.86769,734
-59.57576,-61.63508,735
-59.82675,-63.08937,736
-59.51585,-63.39175,737
-59.62533,-64.10268,738
-60.24339,-66.47016,739
-59.85853,-66.71382,740
-59.59611,-65.62328,741
-60.53606,-67.69382,742
-60.97132,-71.38341,743
-60.5128,-72.27162,744
-60.56274,-75.68717,745
-60.89337,-101.61228,746
-61.28195,-84.46033,747
-61.84141,-85.07328,748
-61.96215,-82.25636,749
-62.1808,-79.00064,750
-62.87686,-76.20976,751
-62.65719,-73.34676,752
-62.07903,-73.01502,753
-62.71702,-74.77017,754
-63.54729,-73.02394,755
-63.22006,-70.40606,756
-63.02533,-71.20925,757
-63.77653,-71.27858,758
-64.41246,-68.41885,759
-64.18721,-68.44096,760
-64.28799,-70.2378,761
-65.39968,-68.07144,762
-66.29724,-66.51037,763
-66.74919,-67.86918,764
-68.12247,-67.62002,765
-69.36766,-65.81033,766
-69.57302,-65.59066,767
-71.38747,-65.57476,768
-75.72057,-65.29333,769
-81.80667,-65.45158,770
-106.52712,-64.87591,771
-89.27259,-64.58139,772
-89.32026,-65.41478,773
-82.23131,-64.73342,774
-77.97989,-63.26034,775
-76.50812,-63.39809,776
-72.85796,-63.79614,777
-70.22708,-63.58372,778
-69.42252,-63.88118,779
-67.64059,-63.6652,780
-66.04172,-62.93327,781
-65.68436,-63.27889,782
-64.69969,-63.61036,783
-63.71066,-63.01026,784
-63.81303,-62.80476,785
-63.23985,-62.64414,786
-62.24478,-62.22672,787
-62.35175,-62.45383,788
-62.04042,-62.50817,789
-60.91098,-61.97634,790
-60.90347,-62.29227,791
-61.49122,-63.12671,792
-61.26111,-63.22597,793
-61.06955,-63.14456,794
-61.18059,-63.29038,795
-61.03781,-63.77191,796
-61.04365,-64.47359,797
-61.02346,-63.95611,798
-60.68014,-63.3171,799
-60.62587,-64.46101,800
-60.65964,-64.94705,801
-60.58157,-63.47432,802
-61.11095,-63.79227,803
-61.59052,-65.60883,804
-60.96929,-65.29457,805
-60.50433,-64.87622,806
-60.84466,-66.13227,807
-61.10418,-66.22712,808
-61.03666,-65.30313,809
-60.94926,-65.6067,810
-61.0395,-66.66679,811
-61.59099,-67.92783,812
-62.00018,-68.21328,813
-61.87752,-66.98861,814
-62.31958,-68.12227,815
-62.96281,-72.93549,816
-62.43783,-73.00051,817
-62.24832,-70.44716,818
-63.40396,-73.67323,819
-64.10383,-77.76413,820
-64.00614,-75.14726,821
-64.53394,-79.21555,822
-64.95942,-93.3142,823
-65.25716,-91.34809,824
-66.68454,-93.65174,825
-67.68396,-83.63963,826
-66.95327,-83.54571,827
-66.70061,-82.99394,828
-67.22371,-78.83422,829
-67.70419,-76.48941,830
-67.90489,-74.29713,831
-67.11849,-74.39779,832
-66.83512,-77.34636,833
-68.47618,-74.03816,834
-68.97025,-69.97829,835
-67.42792,-71.75714,836
-67.79798,-76.39269,837
-69.26712,-73.58627,838
-69.32396,-70.378,839
-70.1892,-70.6307,840
-71.43433,-71.94608,841
-70.47111,-71.95719,842
-70.63915,-70.57898,843
-72.40712,-69.53159,844
-71.63774,-69.898,845
-70.01625,-71.01177,846
-69.83548,-72.33048,847
-69.70354,-74.43102,848
-68.74652,-76.9227,849
-67.71353,-78.94167,850
-67.86428,-81.18138,851
-68.87226,-86.02991,852
-68.21763,-96.51192,853
-67.41571,-90.86239,854
-68.95101,-87.55981,855
-69.9627,-90.27687,856
-68.81366,-82.90907,857
-69.19894,-112.20321,858
-69.62454,-98.87791,859
-68.18539,-77.85808,860
-67.85227,-75.36831,861
-67.48765,-74.52295,862
-65.61584,-70.95131,863
-65.13069,-69.09,864
-65.86965,-68.85428,865
-65.25906,-68.0683,866
-64.44942,-66.82499,867
-64.57052,-65.6927,868
-64.50885,-65.26193,869
-64.51536,-65.7688,870
-65.06527,-65.79402,871
-65.13325,-65.1856,872
-64.90442,-65.40727,873
-65.25089,-65.66683,874
-65.5746,-65.0118,875
-65.47763,-64.96273,876
-65.54601,-65.67182,877
-65.77696,-65.25156,878
-66.06897,-64.15589,879
-66.60762,-64.38952,880
-66.57165,-65.64684,881
-65.94491,-65.73448,882
-66.69349,-65.21934,883
-68.62424,-66.0173,884
-68.88364,-67.16094,885
-69.65325,-67.78331,886
-73.76871,-69.21253,887
-74.36763,-69.60654,888
-71.89214,-67.96467,889
-75.10356,-67.80502,890
-77.54111,-68.71498,891
-72.08304,-68.54193,892
-71.63631,-68.26708,893
-74.42391,-67.00801,894
-72.7679,-64.95756,895
-71.93935,-64.76225,896
-73.02841,-65.46465,897
-71.51639,-65.08421,898
-70.92555,-65.23176,899
-71.4582,-65.22712,900
-70.045,-63.84165,901
-70.57654,-64.26062,902
-74.19973,-66.67418,903
-75.07644,-66.60831,904
-75.84383,-65.77718,905
-81.99689,-66.85264,906
-83.48088,-66.39053,907
-78.09721,-64.52476,908
-75.16026,-64.17033,909
-73.34097,-64.21086,910
-73.39546,-63.57994,911
-73.18349,-63.14197,912
-70.51139,-62.65534,913
-69.45713,-62.02348,914
-70.40932,-62.10281,915
-70.17594,-62.58394,916
-69.58615,-62.36822,917
-70.08638,-61.94536,918
-69.83594,-62.3697,919
-69.20423,-63.12768,920
-69.81519,-63.02131,921
-70.9406,-62.56282,922
-71.26885,-62.72289,923
-70.67068,-63.40699,924
-70.29278,-64.04604,925
-71.48496,-63.98935,926
-73.54392,-63.67119,927
-74.26307,-64.45299,928
-74.33104,-65.85849,929
-74.57663,-66.03549,930
-74.01624,-65.73509,931
-73.58573,-65.49449,932
-74.60148,-65.0237,933
-75.64865,-66.09123,934
-74.41749,-68.16355,935
-73.29474,-67.16483,936
-74.72583,-66.41518,937
-76.86776,-69.40284,938
-76.9043,-72.0146,939
-78.35938,-71.54436,940
-83.4155,-75.17677,941
-88.61836,-82.3552,942
-96.0698,-81.70816,943
-97.9407,-99.37101,944
-87.09118,-77.75256,945
-80.6638,-76.93463,946
-79.18648,-80.33104,947
-80.36364,-77.00817,948
-75.91335,-73.57133,949
-71.82468,-72.53162,950
-71.59767,-70.53249,951
-71.74617,-68.04659,952
-70.12287,-67.26691,953
-68.76869,-66.89281,954
-67.79442,-65.12457,955
-67.21752,-63.68458,956
-66.41102,-62.95988,957
-64.27897,-61.53351,958
-63.05903,-60.37864,959
-63.54285,-60.3432,960
-62.98608,-59.89044,961
-61.67122,-58.86996,962
-61.80699,-58.65234,963
-61.62841,-58.71398,964
-60.43419,-58.41362,965
-60.79792,-58.3948,966
-62.31147,-58.46802,967
-62.37789,-58.38613,968
-61.87176,-58.56065,969
-62.01136,-58.57431,970
-62.2012,-58.47083,971
-62.15448,-58.77506,972
-61.61758,-58.52548,973
-61.12546,-57.72221,974
-61.27456,-57.57794,975
-61.07452,-57.41755,976
-60.66616,-56.75368,977
-61.07522,-56.73554,978
-61.20448,-57.1913,979
-60.85738,-57.15433,980
-61.54065,-57.0827,981
-62.51106,-57.37929,982
-62.81354,-57.76798,983
-63.43952,-58.17162,984
-64.06063,-58.59836,985
-64.87374,-59.21435,986
-66.43817,-59.55108,987
-65.94988,-59.07513,988
-64.83856,-59.22494,989
-66.08706,-60.06741,990
-66.30335,-59.35348,991
-64.69192,-58.53554,992
-65.10984,-59.35954,993
-65.32357,-59.586,994
-63.90352,-58.82834,995
-64.60393,-59.31731,996
-66.80964,-59.89284,997
-67.13066,-59.52601,998
